-1839525637,71283576,3.0
-1839525637,1066282865,3.0
-1839525637,2130464122,3.0
-1839525637,1075315800,3.0
-1839525637,1207946878,3.0
71283576,1066282865,3.0
71283576,2130464122,3.0
71283576,1075315800,3.0
71283576,1207946878,3.0
1066282865,2130464122,3.0
1066282865,1075315800,3.0
1066282865,1207946878,3.0
2130464122,1075315800,3.0
2130464122,1207946878,3.0
1075315800,1207946878,3.0
-1839525637,71283576,3.0
-1839525637,1066282865,3.0
-1839525637,2130464122,3.0
-1839525637,1075315800,3.0
-1839525637,1207946878,3.0
71283576,1066282865,3.0
71283576,2130464122,3.0
71283576,1075315800,3.0
71283576,1207946878,3.0
1066282865,2130464122,3.0
1066282865,1075315800,3.0
1066282865,1207946878,3.0
2130464122,1075315800,3.0
2130464122,1207946878,3.0
1075315800,1207946878,3.0
-1839525637,71283576,3.0
-1839525637,1066282865,3.0
-1839525637,2130464122,3.0
-1839525637,1075315800,3.0
-1839525637,1207946878,3.0
71283576,1066282865,3.0
71283576,2130464122,3.0
71283576,1075315800,3.0
71283576,1207946878,3.0
1066282865,2130464122,3.0
1066282865,1075315800,3.0
1066282865,1207946878,3.0
2130464122,1075315800,3.0
2130464122,1207946878,3.0
1075315800,1207946878,3.0
-1839525637,71283576,3.0
-1839525637,1066282865,3.0
-1839525637,2130464122,3.0
-1839525637,1075315800,3.0
-1839525637,1207946878,3.0
71283576,1066282865,3.0
71283576,2130464122,3.0
71283576,1075315800,3.0
71283576,1207946878,3.0
1066282865,2130464122,3.0
1066282865,1075315800,3.0
1066282865,1207946878,3.0
2130464122,1075315800,3.0
2130464122,1207946878,3.0
1075315800,1207946878,3.0
